FTU,FTUID,Vessel,VesselID,PathStep,PathVessel,PathVesselID
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,-5,spleen trabecular artery,UBERON:0010399
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,-4,spleen central arteriole,UBERON:0010401
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,-3,non-penicillar arteriole of spleen,
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,-2,sheathed capillary of spleen,
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,-1,post-sheath open capillary of spleen,
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,0,splenic venous sinusoid,UBERON:0003910
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,1,red pulp venule of spleen,
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,2,spleen trabecular vein,UBERON:0010400
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,3,splenic vein,UBERON:0003713
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,4,hepatic portal vein,UBERON:0001639
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,5,left hepatic portal vein,FMA:15415
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,6,left lateral hepatic portal vein,
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,7,lateral inferior segmental hepatic portal vein,FMA:15432
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,8,hepatic portal venule,
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,9,hepatic sinusoid,UBERON:0001281
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,10,central vein of liver,UBERON:0006841
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,11,segmental hepatic vein,
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,12,left hepatic vein,UBERON:0011955
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,13,inferior vena cava,UBERON:0001072
red pulp of spleen,UBERON:0001250,splenic venous sinusoid,UBERON:0003910,14,right atrium,UBERON:0002078
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,-13,left ventricle,UBERON:0002084
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,-12,aorta,UBERON:0000947
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,-11,ascending aorta,UBERON:0001496
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,-10,aortic arch,UBERON:0001508
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,-9,descending aorta,UBERON:0001514
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,-8,descending thoracic aorta,UBERON:0002345
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,-7,abdominal aorta,UBERON:0001516
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,-6,renal artery,UBERON:0001184
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,-5,segmental renal artery,FMA:70494
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,-4,interlobar renal artery,UBERON:0009885
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,-3,arcuate renal artery,UBERON:0001552
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,-2,interlobular renal artery,UBERON:0004723
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,-1,renal afferent arteriole,UBERON:0004639
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,0,glomerular capillary,UBERON:0004212
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,1,renal efferent arteriole,UBERON:0004640
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,2,descending vasa recta of kidney,UBERON:0009202
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,3,vasa recta of kidney,UBERON:0004726
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,4,ascending vasa recta of kidney,UBERON:0009091
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,5,straight venule of kidney,UBERON:0010181
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,6,interlobular renal vein,UBERON:0005168
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,7,arcuate renal vein,UBERON:0004719
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,8,interlobar renal vein,UBERON:0009887
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,9,segmental renal vein,
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,10,renal vein,UBERON:0001140
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,11,inferior vena cava,UBERON:0001072
renal corpuscle,UBERON:0001229,glomerular capillary,UBERON:0004212,12,right atrium,UBERON:0002078
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,-12,left ventricle,UBERON:0002084
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,-11,aorta,UBERON:0000947
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,-10,ascending aorta,UBERON:0001496
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,-9,aortic arch,UBERON:0001508
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,-8,descending aorta,UBERON:0001514
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,-7,descending thoracic aorta,UBERON:0002345
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,-6,abdominal aorta,UBERON:0001516
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,-5,renal artery,UBERON:0001184
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,-4,segmental renal artery,FMA:70494
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,-3,interlobar renal artery,UBERON:0009885
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,-2,arcuate renal artery,UBERON:0001552
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,-1,interlobular renal artery,UBERON:0004723
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,0,renal afferent arteriole,UBERON:0004639
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,1,glomerular capillary,UBERON:0004212
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,2,renal efferent arteriole,UBERON:0004640
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,3,descending vasa recta of kidney,UBERON:0009202
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,4,vasa recta of kidney,UBERON:0004726
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,5,ascending vasa recta of kidney,UBERON:0009091
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,6,straight venule of kidney,UBERON:0010181
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,7,interlobular renal vein,UBERON:0005168
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,8,arcuate renal vein,UBERON:0004719
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,9,interlobar renal vein,UBERON:0009887
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,10,segmental renal vein,
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,11,renal vein,UBERON:0001140
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,12,inferior vena cava,UBERON:0001072
renal corpuscle,UBERON:0001229,renal afferent arteriole,UBERON:0004639,13,right atrium,UBERON:0002078
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,-14,left ventricle,UBERON:0002084
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,-13,aorta,UBERON:0000947
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,-12,ascending aorta,UBERON:0001496
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,-11,aortic arch,UBERON:0001508
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,-10,descending aorta,UBERON:0001514
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,-9,descending thoracic aorta,UBERON:0002345
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,-8,abdominal aorta,UBERON:0001516
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,-7,renal artery,UBERON:0001184
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,-6,segmental renal artery,FMA:70494
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,-5,interlobar renal artery,UBERON:0009885
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,-4,arcuate renal artery,UBERON:0001552
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,-3,interlobular renal artery,UBERON:0004723
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,-2,renal afferent arteriole,UBERON:0004639
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,-1,glomerular capillary,UBERON:0004212
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,0,renal efferent arteriole,UBERON:0004640
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,1,descending vasa recta of kidney,UBERON:0009202
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,2,vasa recta of kidney,UBERON:0004726
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,3,ascending vasa recta of kidney,UBERON:0009091
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,4,straight venule of kidney,UBERON:0010181
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,5,interlobular renal vein,UBERON:0005168
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,6,arcuate renal vein,UBERON:0004719
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,7,interlobar renal vein,UBERON:0009887
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,8,segmental renal vein,
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,9,renal vein,UBERON:0001140
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,10,inferior vena cava,UBERON:0001072
renal corpuscle,UBERON:0001229,renal efferent arteriole,UBERON:0004640,11,right atrium,UBERON:0002078
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,-15,left ventricle,UBERON:0002084
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,-14,aorta,UBERON:0000947
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,-13,ascending aorta,UBERON:0001496
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,-12,aortic arch,UBERON:0001508
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,-11,descending aorta,UBERON:0001514
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,-10,descending thoracic aorta,UBERON:0002345
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,-9,abdominal aorta,UBERON:0001516
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,-8,renal artery,UBERON:0001184
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,-7,segmental renal artery,FMA:70494
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,-6,interlobar renal artery,UBERON:0009885
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,-5,arcuate renal artery,UBERON:0001552
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,-4,interlobular renal artery,UBERON:0004723
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,-3,renal afferent arteriole,UBERON:0004639
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,-2,glomerular capillary,UBERON:0004212
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,-1,renal efferent arteriole,UBERON:0004640
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,0,peritubular capillary,UBERON:0005272
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,1,stellate venule of kidney,FMA:321526
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,2,interlobular renal vein,UBERON:0005168
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,3,arcuate renal vein,UBERON:0004719
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,4,interlobar renal vein,UBERON:0009887
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,5,segmental renal vein,
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,6,renal vein,UBERON:0001140
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,7,inferior vena cava,UBERON:0001072
thick ascending limb of loop of Henle,UBERON:0001291,peritubular capillary,UBERON:0005272,8,right atrium,UBERON:0002078
thymus lobule,UBERON:0002125,thymic capillary,fma280943,-8,left ventricle,UBERON:0002084
thymus lobule,UBERON:0002125,thymic capillary,fma280943,-7,aorta,UBERON:0000947
thymus lobule,UBERON:0002125,thymic capillary,fma280943,-6,ascending aorta,UBERON:0001496
thymus lobule,UBERON:0002125,thymic capillary,fma280943,-5,aortic arch,UBERON:0001508
thymus lobule,UBERON:0002125,thymic capillary,fma280943,-4,subclavian artery,UBERON:0001533
thymus lobule,UBERON:0002125,thymic capillary,fma280943,-3,internal thoracic artery,UBERON:0002456
thymus lobule,UBERON:0002125,thymic capillary,fma280943,-2,thymic artery,UBERON:0018243
thymus lobule,UBERON:0002125,thymic capillary,fma280943,-1,thymic arteriole,
thymus lobule,UBERON:0002125,thymic capillary,fma280943,0,thymic capillary,FMA:280943
thymus lobule,UBERON:0002125,thymic capillary,fma280943,1,thymic venule,
thymus lobule,UBERON:0002125,thymic capillary,fma280943,2,thymic vein,UBERON:0001591
thymus lobule,UBERON:0002125,thymic capillary,fma280943,3,left brachiocephalic vein,FMA:4761
thymus lobule,UBERON:0002125,thymic capillary,fma280943,4,superior vena cava,UBERON:0001585
thymus lobule,UBERON:0002125,thymic capillary,fma280943,5,right atrium,UBERON:0002078
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,-16,left ventricle,UBERON:0002084
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,-15,aorta,UBERON:0000947
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,-14,ascending aorta,UBERON:0001496
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,-13,aortic arch,UBERON:0001508
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,-12,descending aorta,UBERON:0001514
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,-11,descending thoracic aorta,UBERON:0002345
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,-10,abdominal aorta,UBERON:0001516
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,-9,celiac artery,UBERON:0001640
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,-8,splenic artery,UBERON:0001194
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,-7,lobar artery of spleen,
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,-6,segmental branch of lobar artery of spleen,
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,-5,spleen trabecular artery,UBERON:0010399
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,-4,spleen central arteriole,UBERON:0010401
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,-3,non-penicillar arteriole of spleen,
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,-2,sheathed capillary of spleen,
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,-1,superficial white pulp capillary of spleen,
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,0,branch of superficial white pulp capillary of spleen,
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,1,superficial white pulp capillary of spleen,
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,2,sheathed capillary of spleen,
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,3,post-sheath open capillary of spleen,
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,4,splenic venous sinusoid,UBERON:0003910
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,5,red pulp venule of spleen,
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,6,spleen trabecular vein,UBERON:0010400
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,7,splenic vein,UBERON:0003713
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,8,hepatic portal vein,UBERON:0001639
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,9,left hepatic portal vein,FMA:15415
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,10,left lateral hepatic portal vein,
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,11,lateral inferior segmental hepatic portal vein,FMA:15432
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,12,hepatic portal venule,
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,13,hepatic sinusoid,UBERON:0001281
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,14,central vein of liver,UBERON:0006841
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,15,segmental hepatic vein,
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,16,left hepatic vein,UBERON:0011955
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,17,inferior vena cava,UBERON:0001072
white pulp of spleen,UBERON:0001959,branch of superficial white pulp capillary of spleen,,18,right atrium,UBERON:0002078
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,-13,left ventricle,UBERON:0002084
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,-12,aorta,UBERON:0000947
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,-11,ascending aorta,UBERON:0001496
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,-10,aortic arch,UBERON:0001508
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,-9,descending aorta,UBERON:0001514
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,-8,descending thoracic aorta,UBERON:0002345
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,-7,abdominal aorta,UBERON:0001516
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,-6,celiac artery,UBERON:0001640
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,-5,splenic artery,UBERON:0001194
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,-4,lobar artery of spleen,
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,-3,segmental branch of lobar artery of spleen,
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,-2,spleen trabecular artery,UBERON:0010399
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,-1,spleen central arteriole,UBERON:0010401
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,0,secondary follicle arteriole of spleen,
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,1,sheathed capillary of spleen,
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,2,post-sheath open capillary of spleen,
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,3,superficial white pulp capillary of spleen,
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,4,splenic venous sinusoid,UBERON:0003910
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,5,red pulp venule of spleen,
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,6,spleen trabecular vein,UBERON:0010400
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,7,splenic vein,UBERON:0003713
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,8,hepatic portal vein,UBERON:0001639
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,9,left hepatic portal vein,FMA:15415
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,10,left lateral hepatic portal vein,
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,11,lateral inferior segmental hepatic portal vein,FMA:15432
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,12,hepatic portal venule,
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,13,hepatic sinusoid,UBERON:0001281
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,14,central vein of liver,UBERON:0006841
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,15,segmental hepatic vein,
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,16,left hepatic vein,UBERON:0011955
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,17,inferior vena cava,UBERON:0001072
white pulp of spleen,UBERON:0001959,secondary follicle arteriole of spleen,,18,right atrium,UBERON:0002078
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,-12,left ventricle,UBERON:0002084
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,-11,aorta,UBERON:0000947
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,-10,ascending aorta,UBERON:0001496
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,-9,aortic arch,UBERON:0001508
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,-8,descending aorta,UBERON:0001514
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,-7,descending thoracic aorta,UBERON:0002345
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,-6,abdominal aorta,UBERON:0001516
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,-5,celiac artery,UBERON:0001640
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,-4,splenic artery,UBERON:0001194
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,-3,lobar artery of spleen,
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,-2,segmental branch of lobar artery of spleen,
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,-1,spleen trabecular artery,UBERON:0010399
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,0,spleen central arteriole,UBERON:0010401
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,1,non-penicillar arteriole of spleen,
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,2,sheathed capillary of spleen,
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,3,post-sheath open capillary of spleen,
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,4,splenic venous sinusoid,UBERON:0003910
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,5,red pulp venule of spleen,
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,6,spleen trabecular vein,UBERON:0010400
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,7,splenic vein,UBERON:0003713
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,8,hepatic portal vein,UBERON:0001639
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,9,left hepatic portal vein,FMA:15415
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,10,left lateral hepatic portal vein,
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,11,lateral inferior segmental hepatic portal vein,FMA:15432
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,12,hepatic portal venule,
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,13,hepatic sinusoid,UBERON:0001281
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,14,central vein of liver,UBERON:0006841
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,15,segmental hepatic vein,
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,16,left hepatic vein,UBERON:0011955
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,17,inferior vena cava,UBERON:0001072
white pulp of spleen,UBERON:0001959,spleen central arteriole,UBERON:0010401,18,right atrium,UBERON:0002078
